,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas
119,1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2916666666666667,0.25,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,7957,9.791666666666666,7.833333333333333,Low,False,True
120,1,154,plymouth,std,four,hatchback,fwd,front,93.7,0.24179104477611965,0.2916666666666667,0.2333333333333337,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,6229,7.580645161290323,6.184210526315789,Low,False,True
121,1,154,plymouth,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2916666666666667,0.25,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,6692,7.580645161290323,6.184210526315789,Low,False,True
122,1,154,plymouth,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2916666666666667,0.25,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,7609,7.580645161290323,6.184210526315789,Low,False,True
123,-1,74,plymouth,std,four,wagon,fwd,front,103.3,0.5,0.3583333333333331,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,8921,9.791666666666666,7.833333333333333,Low,False,True
124,3,122,plymouth,turbo,two,hatchback,rwd,front,95.9,0.4791044776119402,0.5,0.20000000000000048,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,12764,12.368421052631579,9.791666666666666,Medium,False,True
125,3,186,porsche,std,two,hatchback,rwd,front,94.5,0.41492537313432853,0.6666666666666666,0.20000000000000048,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,22018,12.368421052631579,8.703703703703704,Medium,False,True
126,3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.3916666666666669,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,32528,13.823529411764707,9.4,Medium,False,True
127,3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.3916666666666669,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,34028,13.823529411764707,9.4,Medium,False,True
128,3,122,porsche,std,two,convertible,rwd,rear,89.5,0.41492537313432853,0.3916666666666669,0.31666666666666704,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,37028,13.823529411764707,9.4,Medium,False,True
129,1,122,porsche,std,two,hatchback,rwd,front,98.4,0.5164179104477611,1.0,0.22500000000000023,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,17,,13.823529411764707,8.392857142857142,High,False,True
130,0,122,renault,std,four,wagon,fwd,front,96.1,0.6029850746268658,0.5166666666666669,0.6166666666666671,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,,23,9295,10.217391304347826,7.580645161290323,Low,False,True
131,2,122,renault,std,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5249999999999998,0.22500000000000023,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,,23,9895,10.217391304347826,7.580645161290323,Low,False,True
132,3,150,saab,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,11850,11.19047619047619,8.392857142857142,Low,False,True
133,2,104,saab,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,12170,11.19047619047619,8.392857142857142,Low,False,True
134,3,150,saab,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,15040,11.19047619047619,8.392857142857142,Low,False,True
135,2,104,saab,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,15510,11.19047619047619,8.392857142857142,Low,False,True
136,3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,18150,12.368421052631579,9.038461538461538,Medium,False,True
137,2,104,saab,turbo,four,sedan,fwd,front,99.1,0.6791044776119403,0.5166666666666669,0.691666666666667,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,18620,12.368421052631579,9.038461538461538,Medium,False,True
138,2,83,subaru,std,two,hatchback,fwd,front,93.7,0.23582089552238822,0.25833333333333347,0.49166666666666714,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,5118,7.580645161290323,6.527777777777778,Low,False,True
139,2,83,subaru,std,two,hatchback,fwd,front,93.7,0.25074626865671656,0.27500000000000036,0.49166666666666714,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,7053,9.038461538461538,7.580645161290323,Low,False,True
140,2,83,subaru,std,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2916666666666667,0.6583333333333338,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,7603,9.038461538461538,7.580645161290323,Low,False,True
141,0,102,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4250000000000007,0.3916666666666669,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,7126,7.34375,6.351351351351352,Low,False,True
142,0,102,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4250000000000007,0.3916666666666669,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,7775,8.392857142857142,7.121212121212121,Low,False,True
143,0,102,subaru,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4250000000000007,0.3916666666666669,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,26,9960,9.038461538461538,7.34375,Low,False,True
144,0,102,subaru,std,four,sedan,4wd,front,97.0,0.46119402985074637,0.4250000000000007,0.5416666666666666,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,24,9233,9.791666666666666,9.4,Low,False,True
145,0,102,subaru,turbo,four,sedan,4wd,front,97.0,0.46119402985074637,0.4250000000000007,0.5416666666666666,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,11259,9.791666666666666,8.10344827586207,Low,False,True
146,0,89,subaru,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4250000000000007,0.43333333333333357,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,28,7463,8.392857142857142,7.34375,Low,False,True
147,0,89,subaru,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4250000000000007,0.43333333333333357,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,10198,9.4,7.580645161290323,Low,False,True
148,0,85,subaru,std,four,wagon,4wd,front,96.9,0.48507462686567165,0.4250000000000007,0.5916666666666668,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,23,8013,10.217391304347826,8.10344827586207,Low,False,True
149,0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.48507462686567165,0.4250000000000007,0.5916666666666668,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,11694,10.217391304347826,10.217391304347826,Low,False,True
150,1,87,toyota,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.27500000000000036,0.5583333333333336,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,35,5348,6.714285714285714,6.0256410256410255,Low,False,True
151,1,87,toyota,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.27500000000000036,0.5583333333333336,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,6338,7.580645161290323,6.184210526315789,Low,False,True
152,1,74,toyota,std,four,hatchback,fwd,front,95.7,0.26268656716417904,0.27500000000000036,0.5583333333333336,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,6488,7.580645161290323,6.184210526315789,Low,False,True
153,0,77,toyota,std,four,wagon,fwd,front,95.7,0.42686567164179096,0.27500000000000036,0.941666666666667,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,6918,7.580645161290323,6.351351351351352,Low,False,True
154,0,81,toyota,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.27500000000000036,0.941666666666667,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,7898,8.703703703703704,7.34375,Low,False,True
155,0,91,toyota,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.27500000000000036,0.941666666666667,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,8778,8.703703703703704,7.34375,Low,False,True
156,0,91,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.43333333333333357,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,6938,7.833333333333333,6.351351351351352,Low,False,True
157,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.4166666666666667,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,7198,7.833333333333333,6.351351351351352,Low,False,True
158,0,91,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.43333333333333357,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,7898,6.911764705882353,6.527777777777778,Low,True,False
159,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.4166666666666667,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,7788,6.184210526315789,5.0,Low,True,False
160,0,91,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.43333333333333357,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,38,7738,6.184210526315789,5.0,Low,False,True
161,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.4166666666666667,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,8358,8.392857142857142,6.911764705882353,Low,False,True
162,0,91,toyota,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.3416666666666674,0.4166666666666667,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,9258,8.392857142857142,6.911764705882353,Low,False,True
163,1,168,toyota,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.30833333333333357,0.40000000000000036,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,8058,8.10344827586207,6.911764705882353,Low,False,True
164,1,168,toyota,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.30833333333333357,0.40000000000000036,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,8238,8.10344827586207,6.911764705882353,Low,False,True
165,1,168,toyota,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.30833333333333357,0.40000000000000036,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,9298,9.038461538461538,8.10344827586207,Low,False,True
166,1,168,toyota,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.30833333333333357,0.40000000000000036,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,9538,9.038461538461538,8.10344827586207,Low,False,True
167,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.35000000000000026,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,8449,9.791666666666666,7.833333333333333,Low,False,True
168,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.35000000000000026,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,9639,9.791666666666666,7.833333333333333,Low,False,True
169,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.35000000000000026,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,9989,9.791666666666666,7.833333333333333,Low,False,True
170,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.35000000000000026,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,11199,9.791666666666666,7.833333333333333,Low,False,True
171,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.35000000000000026,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,11549,9.791666666666666,7.833333333333333,Low,False,True
172,2,134,toyota,std,two,convertible,rwd,front,98.4,0.5238805970149253,0.44166666666666643,0.43333333333333357,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,17669,9.791666666666666,7.833333333333333,Low,False,True
173,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.5166666666666669,0.5916666666666668,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,8948,8.10344827586207,6.911764705882353,Low,False,True
174,-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.5149253731343284,0.5166666666666669,0.5916666666666668,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,10698,7.833333333333333,7.121212121212121,Low,True,False
175,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.5166666666666669,0.5083333333333334,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,9988,8.703703703703704,7.34375,Low,False,True
176,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.5166666666666669,0.5916666666666668,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,10898,8.703703703703704,7.34375,Low,False,True
177,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.5166666666666669,0.5083333333333334,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,11248,8.703703703703704,7.34375,Low,False,True
178,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6166666666666671,0.35000000000000026,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,16558,11.75,9.791666666666666,Medium,False,True
179,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6166666666666671,0.35000000000000026,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,15998,12.368421052631579,9.791666666666666,Medium,False,True
180,-1,90,toyota,std,four,sedan,rwd,front,104.5,0.6970149253731346,0.5166666666666669,0.5250000000000004,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,15690,11.75,9.791666666666666,Medium,False,True
181,-1,122,toyota,std,four,wagon,rwd,front,104.5,0.6970149253731346,0.5166666666666669,0.5250000000000004,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,15750,12.368421052631579,9.791666666666666,Medium,False,True
182,2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,7775,6.351351351351352,5.108695652173913,Low,True,False
183,2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,7975,8.703703703703704,6.911764705882353,Low,False,True
184,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,7995,6.351351351351352,5.108695652173913,Low,True,False
185,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,8195,8.703703703703704,6.911764705882353,Low,False,True
186,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,8495,8.703703703703704,6.911764705882353,Low,False,True
187,2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,9495,6.351351351351352,5.595238095238095,Low,True,False
188,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.43333333333333357,0.6583333333333338,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500,26,9995,9.038461538461538,7.34375,Low,False,True
189,3,122,volkswagen,std,two,convertible,fwd,front,94.5,0.27164179104477637,0.32500000000000046,0.6500000000000004,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,11595,9.791666666666666,8.10344827586207,Low,False,True
190,3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.3671641791044775,0.30833333333333357,0.3000000000000001,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,9980,9.791666666666666,8.10344827586207,Low,False,True
191,0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.5835820895522387,0.5500000000000007,0.6083333333333337,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,13295,12.368421052631579,9.791666666666666,Low,False,True
192,0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.5835820895522387,0.5500000000000007,0.6083333333333337,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500,33,13845,7.121212121212121,6.184210526315789,Low,True,False
193,0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.6268656716417911,0.5500000000000007,0.6083333333333337,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500,25,12290,9.4,7.580645161290323,Low,False,True
194,-2,103,volvo,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.7000000000000005,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,12940,10.217391304347826,8.392857142857142,Low,False,True
195,-1,74,volvo,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.8083333333333336,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,13415,10.217391304347826,8.392857142857142,Low,False,True
196,-2,103,volvo,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.7000000000000005,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,15985,9.791666666666666,8.392857142857142,Low,False,True
197,-1,74,volvo,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.8083333333333336,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,16515,9.791666666666666,8.392857142857142,Low,False,True
198,-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.7000000000000005,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,18420,13.823529411764707,10.681818181818182,Medium,False,True
199,-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.711940298507463,0.5750000000000005,0.8083333333333336,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,18950,13.823529411764707,10.681818181818182,Medium,False,True
200,-1,95,volvo,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7166666666666673,0.6416666666666669,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,16845,10.217391304347826,8.392857142857142,Low,False,True
201,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7083333333333334,0.6416666666666669,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,19045,12.368421052631579,9.4,Medium,False,True
202,-1,95,volvo,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7166666666666673,0.6416666666666669,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,21485,13.055555555555555,10.217391304347826,Medium,False,True
203,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7166666666666673,0.6416666666666669,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800,26,22470,9.038461538461538,8.703703703703704,Low,True,False
204,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7166666666666673,0.6416666666666669,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,22625,12.368421052631579,9.4,Low,False,True
